Geography,IsActiveMember,HasCrCard,Balance,CreditScore,Exited
France,1,1,139914.27,556,0
France,0,1,120243.49,569,1
France,0,0,91835.16,765,0
Spain,0,0,0.0,544,0
Spain,1,1,67178.19,588,1
Spain,0,0,0.0,740,0
Spain,1,0,115378.94,850,0
Germany,1,1,127786.28,766,0
France,1,1,0.0,849,1
France,0,1,64900.32,612,0
Germany,0,1,109172.88,517,1
France,1,1,0.0,645,0
Germany,1,0,114091.38,696,0
France,1,0,0.0,716,0
France,0,1,0.0,590,0
France,1,1,145933.27,656,0
Germany,0,1,131504.73,473,0
Germany,1,0,107926.02,742,1
Germany,0,1,112281.6,834,1
France,1,0,0.0,721,0
Spain,1,1,0.0,590,1
Spain,0,1,0.0,516,0
France,1,0,124781.67,850,0
France,1,1,132865.56,748,1
Germany,0,1,129055.13,798,0
Germany,1,1,96166.88,612,0
France,1,0,165298.12,540,0
Spain,0,1,0.0,719,0
France,0,1,120682.53,598,1
Spain,1,0,102773.15,796,0
Germany,1,1,144386.32,579,1
Germany,1,1,104449.8,850,0
Spain,0,0,137102.65,599,0
France,1,1,142475.87,724,0
France,0,1,0.0,508,0
Spain,0,1,103195.2,773,0
France,1,0,112070.44,526,0
France,1,0,0.0,542,0
France,0,0,96473.59,470,0
Spain,0,1,0.0,805,0
Germany,0,0,108437.89,548,1
France,1,1,153195.59,672,0
France,1,1,96877.21,773,0
France,1,0,0.0,614,0
France,0,0,0.0,537,1
France,1,0,95452.89,704,0
Spain,0,1,63873.56,586,0
France,0,0,148298.59,677,0
Spain,0,1,0.0,558,0
Germany,0,1,143258.85,634,0
Germany,1,1,121342.24,655,0
Germany,0,1,99152.73,619,0
France,0,1,0.0,662,0
Spain,1,1,68423.89,705,0
Spain,0,1,0.0,527,1
Germany,0,1,79656.81,630,0
France,1,1,0.0,850,0
France,0,0,110240.04,668,1
France,1,1,125321.84,573,0
France,0,1,0.0,680,0
France,1,1,84378.9,758,0
France,0,0,0.0,597,0
Germany,1,1,136281.41,580,0
France,1,1,119380.37,622,0
Germany,1,1,108716.59,638,0
France,1,0,0.0,640,0
Spain,0,1,0.0,644,0
France,0,0,106596.29,753,0
France,1,0,99546.25,629,1
France,0,1,0.0,775,1
France,0,1,0.0,701,0
Spain,1,1,112615.86,708,0
Spain,1,1,0.0,521,0
France,1,0,0.0,636,0
France,0,1,0.0,529,0
France,1,1,75381.15,757,0
Spain,1,1,0.0,767,0
Spain,0,1,0.0,525,0
Spain,0,1,0.0,759,0
Germany,1,1,123086.39,520,1
France,0,1,0.0,738,0
Spain,0,1,0.0,548,0
Spain,0,1,109472.47,535,1
Spain,1,1,155766.05,615,0
Germany,0,0,101985.81,850,0
France,0,0,96019.5,487,0
France,1,0,0.0,731,0
Spain,1,0,0.0,726,0
France,0,1,147900.43,609,0
France,1,1,100755.66,714,0
Spain,0,1,0.0,694,1
France,1,0,83036.05,786,1
Spain,0,0,125427.37,698,0
France,0,0,98202.76,601,0
Spain,0,1,72509.91,769,0
Germany,1,0,140393.65,850,0
Spain,1,1,142644.64,646,1
France,1,0,23503.31,659,1
Spain,0,1,145729.71,487,0
Germany,1,1,122295.17,740,0
France,0,1,0.0,686,0
Spain,0,1,119799.27,612,0
Spain,0,0,163708.58,655,0
France,0,1,61687.33,617,0
France,1,0,79144.34,674,0
Spain,1,1,0.0,711,0
Germany,1,1,104848.68,624,0
Spain,1,0,0.0,597,0
Spain,1,1,0.0,682,0
France,0,1,0.0,775,0
France,1,1,146652.01,727,0
France,0,1,0.0,629,0
France,1,1,0.0,684,0
Germany,1,1,130622.34,549,0
Germany,1,0,187013.13,593,0
Spain,1,1,0.0,536,0
France,0,0,0.0,707,0
Spain,0,1,0.0,592,0
France,0,1,98862.54,703,0
Spain,0,1,0.0,723,0
Germany,0,0,98443.14,452,0
Spain,0,0,0.0,552,0
France,1,1,0.0,633,1
Germany,1,0,123575.51,479,0
France,1,1,0.0,768,0
France,1,1,105239.1,742,0
Germany,0,1,110993.79,668,1
Spain,1,1,0.0,707,0
Spain,0,1,157691.98,754,1
Germany,0,0,105245.21,544,1
Spain,1,1,0.0,718,0
France,1,1,117687.35,762,0
France,0,1,0.0,772,0
Germany,1,1,123067.63,691,1
France,0,0,0.0,502,0
France,0,0,0.0,563,0
France,1,1,101457.14,676,0
Spain,1,1,100549.43,576,0
Spain,1,0,174588.8,629,0
Spain,0,1,121161.57,625,0
France,1,1,0.0,628,0
Germany,1,1,90063.74,471,0
France,1,1,0.0,811,0
France,0,0,134936.97,504,0
France,0,1,110495.27,687,0
Germany,0,0,133200.09,660,0
France,1,0,82596.8,548,0
Germany,1,1,103837.75,609,0
Spain,0,0,0.0,659,1
France,1,0,93590.47,526,1
Germany,0,1,104149.66,725,0
Germany,1,1,114141.64,519,1
Germany,1,1,117153.0,562,0
Germany,0,1,156353.46,482,1
Spain,1,1,175534.78,535,0
France,0,1,135637.0,561,1
France,0,1,0.0,661,0
France,1,1,0.0,771,0
France,1,0,0.0,545,0
Germany,1,0,83415.04,850,0
Germany,1,1,141859.12,601,0
Germany,1,1,132767.66,712,0
France,0,1,110635.32,589,0
Spain,1,1,177657.35,600,0
Germany,0,1,157777.58,642,0
Germany,1,1,107915.94,575,1
Germany,1,0,86568.75,570,0
Germany,0,1,137755.76,532,1
France,0,1,137262.71,796,0
Spain,1,1,0.0,833,1
Spain,1,1,0.0,642,0
France,1,0,0.0,655,0
Germany,0,1,116309.01,736,1
France,0,1,131244.65,617,0
Germany,1,1,125155.83,762,0
Germany,0,1,140691.08,703,0
France,1,1,58820.32,507,0
Germany,1,1,105099.45,581,1
France,1,0,0.0,593,0
France,0,1,168372.52,648,0
Germany,0,1,94682.56,462,0
Spain,1,0,0.0,596,0
France,0,1,0.0,627,1
France,1,0,0.0,494,0
France,1,0,146329.73,627,0
Spain,0,1,0.0,850,0
France,0,0,167962.7,632,0
France,1,1,0.0,490,0
France,1,1,0.0,715,0
France,0,1,0.0,679,0
France,0,1,116967.68,619,1
Spain,1,1,0.0,465,0
Spain,1,0,0.0,736,0
Germany,1,0,93244.42,501,0
France,1,0,0.0,535,0
France,0,1,0.0,759,0
France,1,0,0.0,819,0
Germany,1,0,80442.06,533,0
Germany,0,0,150561.03,632,0
France,1,1,0.0,686,1
France,0,1,125474.44,687,0
Germany,0,1,127076.68,667,0
Spain,1,1,0.0,699,0
Spain,1,1,128650.11,497,0
Spain,1,1,145580.61,780,0
France,0,1,0.0,652,1
France,0,1,144900.58,477,1
France,0,1,0.0,652,0
France,0,0,97588.6,488,0
France,1,1,0.0,572,0
France,0,1,0.0,755,0
Germany,0,1,122200.31,779,0
Spain,0,1,151709.33,693,0
Spain,0,1,0.0,530,0
Spain,1,0,122134.4,738,0
Germany,0,1,137260.45,690,0
France,0,1,88594.14,611,0
Spain,1,1,0.0,643,0
Germany,0,1,127205.32,632,1
Spain,0,0,96997.09,727,0
France,1,1,0.0,508,0
France,1,1,142200.19,550,0
Germany,1,1,160761.41,754,0
France,0,1,0.0,759,0
Spain,0,0,0.0,794,0
France,0,1,0.0,549,0
France,0,1,116234.61,671,0
Germany,1,0,155143.52,756,1
France,0,1,0.0,632,0
France,0,0,0.0,579,0
France,1,1,84009.47,748,0
Germany,0,1,139246.22,488,0
Germany,1,0,170113.0,710,0
Spain,1,1,0.0,619,1
France,1,0,145578.28,773,0
Spain,1,0,126273.95,657,0
France,1,1,162482.76,579,0
France,0,1,0.0,542,0
France,0,1,87814.89,709,0
Spain,1,1,113858.95,617,0
Germany,1,1,87612.64,568,1
France,1,1,0.0,769,0
Germany,1,0,106648.98,608,0
Spain,1,1,0.0,503,0
Germany,1,1,103653.51,608,0
Germany,0,0,116880.53,731,1
Germany,0,0,97990.49,850,0
Germany,1,1,150635.3,591,0
Spain,1,1,0.0,579,0
France,0,1,129674.89,570,0
France,0,1,0.0,709,0
France,0,0,83568.26,611,0
Spain,0,0,178144.91,775,1
Germany,1,1,147137.74,699,0
France,1,0,0.0,618,1
France,1,0,114370.41,704,0
Germany,1,1,108289.28,835,1
Germany,0,1,149887.49,714,0
Spain,1,0,170172.9,581,0
France,1,1,0.0,592,0
France,0,1,0.0,551,0
Germany,0,0,64808.32,689,0
France,1,0,62732.65,604,0
France,1,1,0.0,514,0
France,1,1,95167.55,698,0
Germany,0,1,152508.99,581,1
Germany,1,1,134644.19,573,0
Spain,0,0,0.0,449,0
Germany,0,0,51293.47,850,0
France,0,0,0.0,612,0
Spain,1,0,116622.73,690,0
Spain,0,1,0.0,599,0
France,0,1,198113.86,498,0
France,0,0,85646.81,497,1
Spain,1,0,0.0,802,0
France,0,1,141234.98,644,0
France,1,1,0.0,714,0
France,0,0,77641.99,690,1
Spain,0,1,0.0,522,0
Germany,0,0,117304.29,502,0
Spain,1,1,0.0,730,0
Germany,1,1,92340.69,590,0
Germany,1,1,146780.52,458,0
Spain,1,1,144974.55,553,0
France,0,1,0.0,479,0
France,1,1,0.0,693,0
Spain,0,1,0.0,707,0
Spain,0,1,115137.26,636,0
France,0,1,101952.97,807,0
France,0,1,164649.52,513,1
France,1,1,0.0,582,0
France,1,1,91956.49,694,0
France,1,1,0.0,777,0
Germany,0,1,123938.6,598,0
Germany,1,0,123571.77,762,1
France,1,1,120777.88,588,0
Germany,1,1,90248.79,663,0
France,0,1,0.0,777,0
France,1,0,0.0,592,0
Germany,1,1,106396.48,631,1
Germany,0,0,104887.43,725,1
France,1,1,72079.71,850,0
France,0,1,0.0,540,0
Spain,1,1,0.0,674,0
France,0,0,99844.68,553,0
France,1,1,0.0,630,0
France,1,1,156815.71,466,0
France,1,1,146034.74,613,0
France,0,1,152283.39,558,0
Germany,1,1,118897.1,775,0
Germany,1,1,96781.39,698,0
Germany,0,1,102772.67,608,0
Spain,0,1,0.0,670,0
Spain,0,0,0.0,591,0
France,1,0,150578.0,633,1
France,0,0,0.0,678,0
France,0,1,0.0,590,0
France,0,0,0.0,705,0
France,0,1,163548.07,608,0
France,0,1,148580.12,682,0
Germany,0,0,96709.07,596,0
Germany,1,1,106011.59,395,1
Germany,0,1,135650.88,578,0
Germany,0,1,111362.76,547,1
France,1,1,39344.83,609,1
Germany,0,1,130809.77,774,0
France,0,1,133009.51,712,0
Germany,1,1,135337.49,585,0
France,1,1,112536.57,666,0
Spain,0,0,122570.69,708,0
France,1,0,63562.02,513,1
France,1,1,0.0,445,0
Germany,0,0,100368.63,690,0
France,0,1,0.0,850,0
Spain,0,1,136082.0,537,0
Germany,0,0,114169.16,705,1
France,1,1,47884.92,670,0
Spain,1,1,0.0,652,0
Spain,0,0,0.0,696,0
France,1,1,202904.64,747,1
France,1,1,0.0,511,1
Spain,1,0,161807.18,743,1
Germany,0,1,110791.97,532,1
Spain,1,1,0.0,642,0
Germany,0,1,108755.0,554,1
Spain,0,1,0.0,604,0
France,1,1,0.0,602,0
Spain,0,1,117294.12,757,1
Germany,1,1,102251.14,491,0
France,0,0,0.0,850,0
France,1,1,0.0,521,0
France,0,1,132057.92,726,0
France,0,1,0.0,596,1
Germany,1,0,114285.2,850,0
France,0,1,0.0,637,0
Spain,1,0,76087.98,690,0
France,0,1,160272.27,689,0
Spain,0,1,114552.6,633,1
France,1,1,102000.17,555,0
Spain,0,0,0.0,563,0
France,1,0,137853.0,494,0
France,0,1,0.0,534,0
Germany,0,1,162318.61,696,0
Spain,0,0,140292.58,535,1
France,1,0,0.0,600,0
France,0,0,0.0,807,0
France,1,0,0.0,714,1
France,0,1,126431.54,590,0
France,1,1,123475.04,614,0
Germany,0,1,97652.96,766,0
Spain,1,0,0.0,557,0
Germany,0,1,137455.99,788,1
France,1,0,0.0,648,0
Germany,1,1,99046.31,726,0
France,1,1,0.0,773,0
Germany,1,1,105907.42,583,0
Germany,0,1,97720.35,565,1
France,1,0,0.0,705,0
Spain,0,1,97392.18,685,0
France,1,1,0.0,741,0
Germany,0,1,152812.58,658,0
France,0,1,139301.68,575,0
France,1,1,76319.64,844,1
Spain,0,1,125919.35,559,1
France,1,0,124348.38,725,0
France,1,1,117199.8,450,0
Germany,0,0,148384.64,738,1
Germany,1,1,113905.48,642,0
Spain,1,0,133476.09,618,0
France,1,1,117879.32,590,0
France,1,0,0.0,735,0
France,0,0,122359.5,550,0
Spain,1,1,0.0,729,1
Germany,1,1,108585.35,743,1
France,0,1,145875.74,555,0
Spain,1,1,121542.57,667,0
Spain,0,0,109508.68,790,0
Germany,1,1,146407.11,727,0
France,0,0,0.0,744,0
Germany,1,1,112330.83,629,0
France,1,1,90413.12,619,0
France,1,1,105302.66,634,0
Spain,1,1,0.0,608,0
France,0,0,0.0,507,0
Germany,0,0,121520.36,536,0
Spain,1,1,103960.38,730,0
Germany,0,0,102945.01,583,0
France,0,1,92760.55,644,0
Spain,1,1,0.0,790,0
Germany,1,1,134590.21,807,0
France,0,1,104255.03,581,0
Spain,0,0,0.0,627,1
France,0,1,0.0,850,0
France,0,1,0.0,754,0
Germany,1,0,121399.98,551,1
Germany,1,1,147127.81,637,0
Spain,0,1,125927.51,699,0
France,1,0,0.0,542,0
Germany,1,0,111599.32,640,0
France,0,0,0.0,553,0
France,0,1,0.0,741,0
France,1,1,114212.6,598,0
Spain,1,1,0.0,660,1
Spain,0,0,115251.64,618,0
France,1,1,0.0,647,0
France,1,0,107571.61,491,0
France,0,1,0.0,652,0
Germany,0,1,152367.21,650,1
Germany,1,1,130969.77,413,0
Germany,1,1,97738.97,416,0
Spain,1,1,0.0,629,0
Spain,0,1,113794.22,678,0
Spain,0,1,128396.33,527,0
Spain,0,0,118207.69,743,1
Germany,1,1,124730.26,683,0
France,0,1,0.0,536,0
Spain,0,1,136298.65,663,1
France,0,0,0.0,646,0
France,1,1,0.0,707,0
France,1,1,0.0,602,0
France,0,1,125724.95,635,0
France,1,0,0.0,597,0
France,1,1,0.0,503,0
Spain,0,1,0.0,524,1
France,0,1,95872.86,700,1
France,0,1,0.0,692,1
France,1,0,0.0,562,1
France,0,1,74260.03,679,0
Germany,0,1,123407.69,603,1
Spain,1,1,123783.91,720,0
France,0,1,0.0,797,0
France,0,0,153880.15,594,0
France,1,1,0.0,529,0
Germany,1,0,106301.85,606,0
Spain,1,0,0.0,621,1
France,0,1,0.0,513,0
Germany,0,1,138076.47,753,1
France,1,0,135422.31,605,0
Spain,0,1,0.0,574,0
France,0,1,126875.62,726,0
Spain,0,1,96381.68,611,0
Germany,1,1,119703.1,593,0
Germany,0,1,152102.18,466,0
Germany,0,1,127675.39,741,0
Germany,1,0,133776.86,684,0
Spain,1,1,72788.03,550,0
Spain,0,1,76226.9,593,0
Germany,1,0,163630.76,601,1
Spain,0,0,0.0,676,0
France,0,0,0.0,556,0
France,1,1,155423.17,719,0
Germany,1,1,98710.89,850,1
Spain,0,1,0.0,649,1
Spain,1,0,126683.8,509,0
France,0,1,140700.61,684,0
Germany,0,1,168078.83,806,1
Spain,0,1,107726.93,729,0
France,1,1,0.0,683,0
Spain,1,1,0.0,689,0
Germany,0,1,35741.69,672,0
Germany,1,0,98268.84,602,1
France,1,0,133800.98,739,0
France,0,0,125682.79,618,0
France,0,1,0.0,674,0
France,0,1,130428.78,762,0
Spain,1,1,0.0,790,0
Spain,0,0,0.0,754,0
France,0,1,0.0,729,0
Germany,1,0,137138.2,606,0
France,1,1,73112.95,616,0
France,1,0,152347.01,772,0
Spain,0,1,115144.68,652,0
France,0,0,0.0,743,1
France,0,0,137817.52,793,0
Spain,0,1,157332.26,743,0
France,0,1,0.0,746,0
Germany,0,1,124586.93,627,1
Spain,1,0,116980.78,713,0
Spain,0,1,128398.38,678,0
Spain,1,0,0.0,540,0
Germany,1,1,137657.25,615,0
Spain,1,1,167259.44,415,0
France,0,1,0.0,628,0
France,0,1,119009.57,700,0
Germany,1,1,80002.33,623,0
France,1,1,140211.88,623,0
France,0,1,118742.74,679,0
Spain,0,1,138207.08,632,1
France,1,0,148636.21,790,1
France,0,1,178827.79,514,0
France,0,1,83134.3,491,0
France,1,0,121513.31,753,0
Germany,1,1,95900.04,693,0
France,1,1,112543.42,679,0
Spain,1,1,0.0,529,0
Spain,1,0,141751.82,619,0
Spain,0,1,124140.57,680,0
Germany,0,0,116546.59,693,1
France,0,1,0.0,834,0
Spain,1,1,157576.47,636,0
Spain,0,1,0.0,538,0
Germany,0,0,141428.99,566,0
Spain,1,1,127510.99,597,0
France,1,0,0.0,711,0
France,0,1,0.0,606,0
Spain,1,1,81818.49,615,0
France,1,1,100895.54,589,0
Germany,1,1,63832.43,606,0
France,0,0,0.0,582,0
France,0,1,116085.06,710,0
France,1,1,0.0,467,0
France,1,0,0.0,749,0
Germany,1,0,115761.51,564,1
Spain,1,1,0.0,730,0
Germany,1,1,139626.01,678,1
France,1,0,0.0,540,1
France,1,0,115576.44,767,0
France,0,1,0.0,615,0
Germany,0,1,77647.6,583,0
France,0,1,0.0,850,0
Germany,0,1,148962.46,651,1
France,0,1,0.0,798,0
France,1,1,0.0,695,0
Germany,0,0,80542.81,497,1
France,0,0,0.0,739,0
France,0,0,0.0,549,0
France,1,1,102050.47,850,0
Spain,0,1,0.0,648,1
France,1,0,114948.76,679,0
Germany,0,1,136000.45,606,0
France,1,1,156001.68,850,0
Germany,0,1,147974.16,619,0
Spain,0,1,0.0,719,0
Germany,1,1,90402.77,640,0
France,0,0,0.0,710,0
France,1,0,0.0,580,0
France,0,1,0.0,550,0
France,1,1,162701.65,841,0
France,0,1,0.0,760,0
France,0,0,0.0,687,0
Germany,0,0,82453.96,753,0
France,0,1,100107.99,661,0
France,1,1,0.0,699,0
Germany,0,1,83348.89,617,1
Germany,0,1,96553.52,595,1
France,0,1,201009.64,669,1
France,0,1,125167.74,613,0
France,1,1,0.0,782,0
France,0,0,153313.67,582,0
France,0,1,0.0,679,0
France,0,1,125879.29,611,0
Germany,1,0,170057.62,455,0
France,1,1,0.0,621,0
Germany,0,0,131326.47,596,1
Spain,0,1,128472.8,585,1
France,0,1,160485.16,742,0
Germany,1,0,84445.68,850,1
Germany,0,0,115409.18,738,0
Spain,1,1,62400.48,619,1
France,1,0,143054.56,628,1
France,1,1,133628.09,487,0
Spain,1,1,107135.04,513,0
Spain,0,0,0.0,563,0
France,1,0,151659.52,803,0
Spain,1,0,0.0,607,0
Germany,1,1,155903.82,628,0
Spain,0,0,82940.25,521,1
Germany,0,0,112650.89,669,1
France,0,1,0.0,686,0
Germany,0,1,95853.39,700,0
France,0,1,82228.67,663,0
Spain,1,0,0.0,671,0
Germany,1,1,163700.78,651,1
France,0,1,106328.08,728,0
France,1,1,152992.91,574,0
France,0,1,116439.65,464,0
Spain,0,0,101352.78,604,0
Spain,0,1,0.0,836,0
Germany,1,0,105609.17,511,0
France,1,1,0.0,518,0
France,1,1,0.0,756,0
France,1,1,103894.38,489,0
Spain,1,1,139834.93,622,0
France,1,0,112518.71,652,0
France,0,1,115895.42,625,0
Spain,0,0,146408.68,521,0
France,1,1,165363.31,546,1
France,0,1,0.0,697,1
Germany,0,1,71843.15,571,0
Spain,1,1,105492.53,748,0
France,1,1,183027.25,591,0
Germany,1,1,131968.57,814,0
France,1,0,104118.5,709,0
Spain,1,1,0.0,433,0
France,1,1,125023.1,781,0
France,1,1,74323.2,656,0
France,0,1,109346.13,683,0
France,0,1,0.0,620,0
Germany,1,1,109698.41,637,1
Spain,1,0,0.0,525,0
Germany,0,1,127758.09,793,0
Germany,0,1,102645.48,638,1
France,0,1,93249.4,520,0
France,0,1,0.0,641,0
Germany,1,0,87779.83,840,1
Spain,0,0,0.0,504,0
France,1,0,138131.34,686,0
Germany,1,1,70362.52,533,0
France,0,1,0.0,577,0
Germany,0,1,168286.58,445,1
France,0,1,86102.27,720,1
Germany,1,1,115142.9,643,0
Germany,1,1,126597.89,652,1
France,0,1,0.0,663,0
Germany,1,1,157989.21,525,0
Spain,0,0,187997.15,662,1
Germany,1,1,172192.49,724,0
Germany,0,1,133105.47,581,1
Spain,1,1,0.0,685,0
France,0,1,0.0,595,1
France,1,1,0.0,588,0
Germany,1,1,192407.97,647,0
Germany,0,0,107199.75,785,0
Germany,0,1,115796.7,794,1
France,1,1,164858.18,823,0
Germany,1,0,117633.28,687,0
France,0,1,0.0,850,0
France,0,0,0.0,496,0
Germany,1,1,126663.51,527,0
Germany,1,1,140273.47,576,1
Spain,1,0,0.0,525,0
Germany,1,1,153344.72,727,0
Germany,1,1,123943.18,671,0
France,0,1,0.0,625,0
Germany,1,1,98630.31,643,0
France,1,1,58036.33,707,0
Spain,0,1,0.0,539,0
Germany,1,0,109200.74,498,0
Spain,1,1,0.0,696,0
France,0,1,0.0,758,0
France,1,0,0.0,685,0
Germany,1,1,83173.98,655,0
France,0,0,0.0,747,1
Spain,0,0,0.0,601,0
France,0,0,82559.42,477,1
France,0,0,73494.21,558,0
Spain,1,1,132450.24,586,0
France,0,1,128663.9,850,1
France,1,0,79951.9,505,1
Germany,1,1,132508.3,591,1
Germany,0,1,120530.13,761,0
France,1,0,74988.59,554,0
France,1,0,94722.88,774,0
Spain,0,1,0.0,771,0
France,1,0,71269.89,792,0
Germany,0,1,98612.1,673,0
France,1,1,138033.55,765,0
France,1,1,91621.69,748,0
France,1,0,140014.42,422,0
Spain,1,0,126815.97,568,0
France,1,0,139663.37,502,0
France,1,0,0.0,524,0
France,0,1,165312.27,689,0
France,0,0,0.0,661,0
Spain,1,1,0.0,606,0
Germany,1,0,123699.28,678,0
Germany,1,0,97325.15,636,0
France,1,1,97041.16,647,0
France,0,1,0.0,732,0
France,0,1,104129.24,646,1
France,1,0,0.0,559,0
France,1,1,104367.5,581,0
France,1,0,135369.71,565,0
Spain,0,1,112119.48,657,0
France,1,0,123760.68,847,0
France,1,1,0.0,558,1
Spain,1,1,0.0,596,0
France,1,0,0.0,579,0
France,1,1,0.0,741,0
France,1,0,0.0,613,0
Spain,0,1,0.0,694,0
Spain,0,1,0.0,729,1
France,0,1,152160.21,480,0
France,1,1,0.0,666,0
France,1,1,0.0,575,0
France,0,1,0.0,850,0
France,1,1,172381.8,740,0
Germany,0,1,106116.56,588,0
France,1,1,141952.07,681,0
Spain,1,1,0.0,611,0
France,1,0,138497.84,589,0
Spain,0,1,0.0,717,0
Germany,0,1,124213.36,556,0
France,0,1,126872.6,850,0
Spain,0,0,0.0,685,0
France,1,1,0.0,713,0
France,1,0,120923.52,437,0
Spain,0,1,142643.54,605,0
Germany,1,1,79857.64,758,0
France,0,0,95502.21,600,0
France,0,0,0.0,827,0
Germany,1,1,197715.93,608,0
France,0,0,85859.76,608,0
France,1,1,85304.27,554,0
Germany,0,0,132371.3,683,0
Spain,0,1,0.0,660,0
France,0,0,0.0,628,1
Germany,0,1,79896.0,668,0
France,1,1,0.0,776,0
France,0,1,0.0,820,0
France,1,0,0.0,665,0
Germany,1,1,146587.3,850,0
France,1,0,0.0,703,0
Spain,1,0,0.0,506,0
Spain,1,0,109109.33,588,0
Spain,1,1,0.0,622,0
France,0,1,0.0,606,0
France,0,0,142147.32,517,1
Spain,1,1,0.0,758,0
France,1,1,0.0,677,0
Spain,1,0,0.0,827,0
France,0,0,109106.8,729,0
France,0,1,112262.84,654,0
Spain,0,0,0.0,654,0
Spain,1,1,0.0,619,0
Spain,1,1,144238.7,642,0
Spain,1,0,159397.75,472,0
Spain,0,1,125385.01,470,0
France,1,1,69365.25,633,0
France,1,1,155271.83,602,0
Spain,0,1,197200.04,640,0
Spain,1,1,144837.79,454,0
France,0,1,0.0,562,1
France,0,1,0.0,636,0
Spain,1,0,163085.79,621,0
Germany,1,1,125903.22,795,0
France,1,1,154377.3,550,0
Spain,1,0,107511.52,630,0
Germany,0,1,127406.5,573,0
Spain,1,0,143656.55,561,0
France,0,0,138106.75,662,0
France,0,1,128940.24,637,0
Germany,1,0,114453.58,651,0
France,0,0,0.0,646,0
France,0,1,0.0,567,0
France,1,1,131762.94,638,0
France,0,0,0.0,725,0
France,0,1,150300.65,709,0
Spain,1,1,108935.39,787,0
France,0,1,135847.47,653,0
Germany,0,1,109908.06,661,1
Germany,0,0,142946.18,681,1
Germany,1,1,104339.11,436,1
France,1,1,157274.36,663,0
France,1,0,98848.19,662,0
Germany,0,1,105103.33,607,1
France,1,1,0.0,754,0
Germany,1,0,127120.62,850,1
France,0,1,0.0,578,0
Germany,0,0,129118.5,666,0
France,0,1,0.0,599,0
France,1,0,0.0,586,1
France,1,1,146053.66,825,0
Spain,1,0,124577.15,808,0
Spain,0,1,151012.55,515,0
Spain,1,0,216109.88,663,1
France,0,1,144318.97,444,0
France,0,0,0.0,650,0
France,0,1,0.0,609,0
Germany,1,0,27517.15,824,0
France,0,1,147092.65,662,0
Germany,1,0,92246.14,699,0
France,0,1,0.0,752,1
Germany,0,0,148897.02,603,0
Spain,0,0,0.0,628,1
France,0,1,0.0,745,1
Germany,1,1,138335.96,804,0
Germany,0,1,92895.56,454,1
Spain,1,0,160736.63,631,0
France,1,1,0.0,503,0
France,0,0,0.0,548,0
France,0,1,107141.27,668,0
France,0,0,0.0,619,1
France,0,1,132446.08,842,1
France,1,1,92053.0,707,1
Spain,1,1,96798.79,715,0
Germany,1,1,134498.54,573,0
France,1,1,132387.91,509,0
Germany,1,0,147171.2,670,0
Spain,1,1,100524.69,613,0
France,0,1,0.0,678,0
Germany,0,1,138214.5,555,1
France,1,0,0.0,777,0
Spain,1,1,0.0,552,0
Spain,1,1,0.0,640,0
France,0,1,128743.55,541,0
France,0,0,122647.32,756,0
Spain,1,0,79263.9,684,0
France,0,0,0.0,618,1
France,1,1,121389.78,604,1
Spain,0,1,123906.55,624,0
Spain,1,1,143006.7,661,0
Spain,1,0,157597.61,627,0
Spain,1,1,127117.8,812,0
France,1,1,117103.26,473,1
Spain,1,0,102989.83,717,0
Spain,1,0,145118.83,693,0
France,1,1,126076.24,705,0
France,1,0,0.0,661,0
France,1,1,0.0,573,0
France,1,0,98186.7,639,0
France,1,1,0.0,718,0
France,1,1,0.0,570,0
France,0,1,0.0,461,0
Germany,1,1,129335.65,638,1
Spain,0,1,75801.74,608,0
Spain,0,1,0.0,599,0
France,0,0,159316.64,762,0
France,0,1,96479.81,662,0
Germany,1,1,117726.33,747,0
France,1,1,0.0,539,0
France,0,1,122351.29,625,0
France,1,1,0.0,656,1
France,0,1,0.0,469,1
Spain,0,0,0.0,621,0
France,0,1,0.0,754,0
Germany,1,1,132598.38,679,0
France,0,0,119272.29,535,1
France,1,1,0.0,487,0
France,1,1,0.0,850,0
France,1,1,106415.57,585,1
France,1,0,0.0,603,0
Germany,1,1,127772.1,728,0
Spain,1,1,104631.67,621,0
France,0,1,0.0,833,0
France,1,1,0.0,502,0
Germany,1,0,118050.79,825,0
France,0,0,0.0,668,0
Spain,1,0,136093.74,487,0
Germany,0,1,88477.36,600,0
Spain,1,0,161572.24,606,0
Germany,1,0,126608.37,623,1
France,1,1,68332.96,575,0
Spain,0,1,179852.26,577,0
France,1,1,0.0,651,0
Germany,1,1,104763.41,693,0
France,1,1,88541.57,800,0
France,0,1,162888.73,760,1
France,1,1,0.0,711,0
Spain,0,1,0.0,637,1
France,0,0,0.0,662,0
France,0,0,0.0,568,1
France,1,1,0.0,692,0
France,1,1,0.0,614,0
France,0,1,92474.05,478,0
France,0,1,0.0,562,0
Germany,1,1,115479.48,709,0
France,0,0,87098.91,684,0
Germany,0,1,86351.85,546,0
France,0,0,0.0,779,0
Germany,0,1,148843.56,576,1
Germany,0,1,163714.52,481,0
France,0,1,0.0,445,0
Spain,1,0,94153.56,606,0
France,0,0,162702.35,559,1
France,0,1,129255.2,608,1
France,1,1,90605.29,698,0
Spain,1,1,0.0,568,0
France,0,1,102787.42,528,0
France,1,0,120145.96,802,1
Germany,1,1,63723.78,669,0
Spain,1,1,159203.71,581,1
France,0,1,0.0,640,0
